,Year,State,Producer Type,Energy Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
26489,2008,NE,Electric Generators Electric Utilities,Nuclear,0,2,1303.00,1252.00
26490,2008,NE,Electric Generators Electric Utilities,Other Biomass,0,1,6,6
26491,2008,NE,Electric Generators Electric Utilities,Petroleum,0,40,420,382
26492,2008,NE,Electric Generators Electric Utilities,Wind,0,3,71,25
26494,2008,NE,Total Electric Power Industry,Coal,0,8,3212.00,3204.00
26495,2008,NE,Total Electric Power Industry,Hydroelectric,0,11,327,278
26496,2008,NE,Total Electric Power Industry,Natural Gas,0,33,2080.00,1874.00
26497,2008,NE,Total Electric Power Industry,Nuclear,0,2,1303.00,1252.00
26498,2008,NE,Total Electric Power Industry,Other Biomass,0,3,10,10
26499,2008,NE,Total Electric Power Industry,Petroleum,0,40,420,382
26500,2008,NE,Total Electric Power Industry,Wind,0,3,71,25
26502,2008,NH,Combined Heat and Power Commercial Power,Petroleum,0,3,12,12
26504,2008,NH,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,13,11
26506,2008,NH,Combined Heat and Power Industrial Power,Hydroelectric,0,2,2,1
26507,2008,NH,Combined Heat and Power Industrial Power,Natural Gas,0,3,22,19
26508,2008,NH,Combined Heat and Power Industrial Power,Petroleum,0,3,8,8
26509,2008,NH,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,1,1,1
26511,2008,NH,Electric Generators Electric Utilities,Coal,0,2,559,528
26512,2008,NH,Electric Generators Electric Utilities,Hydroelectric,0,8,65,69
26513,2008,NH,Electric Generators Electric Utilities,Petroleum,0,5,509,482
26514,2008,NH,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,0,1,50,46
26516,2008,NH,Electric Generators Independent Power Producers,Hydroelectric,0,25,378,431
26517,2008,NH,Electric Generators Independent Power Producers,Natural Gas,0,2,1506.00,1186.00
26518,2008,NH,Electric Generators Independent Power Producers,Nuclear,0,1,1242.00,1245.00
26519,2008,NH,Electric Generators Independent Power Producers,Other Biomass,0,5,32,29
26520,2008,NH,Electric Generators Independent Power Producers,Wind,0,1,24,24
26521,2008,NH,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,5,95,82
26523,2008,NH,Total Electric Power Industry,Coal,0,2,559,528
26524,2008,NH,Total Electric Power Industry,Hydroelectric,0,35,445,500
26525,2008,NH,Total Electric Power Industry,Natural Gas,0,5,1528.00,1205.00
26526,2008,NH,Total Electric Power Industry,Nuclear,0,1,1242.00,1245.00
26527,2008,NH,Total Electric Power Industry,Other Biomass,0,5,32,29
26528,2008,NH,Total Electric Power Industry,Petroleum,0,11,529,503
26529,2008,NH,Total Electric Power Industry,Wind,0,1,24,24
26530,2008,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8,158,140
26532,2008,NJ,Combined Heat and Power Commercial Power,Natural Gas,0,4,24,22
26533,2008,NJ,Combined Heat and Power Commercial Power,Other Biomass,0,1,1,1
26534,2008,NJ,Combined Heat and Power Commercial Power,Petroleum,0,1,6,6
26536,2008,NJ,Combined Heat and Power Electric Power,Coal,0,2,527,481
26537,2008,NJ,Combined Heat and Power Electric Power,Natural Gas,0,12,2441.00,1995.00
26538,2008,NJ,Combined Heat and Power Electric Power,Other Biomass,0,2,37,31
26540,2008,NJ,Combined Heat and Power Industrial Power,Natural Gas,0,9,129,108
26541,2008,NJ,Combined Heat and Power Industrial Power,Other,0,1,11,11
26542,2008,NJ,Combined Heat and Power Industrial Power,Other Gases,0,2,53,44
26543,2008,NJ,Combined Heat and Power Industrial Power,Petroleum,0,1,16,15
26545,2008,NJ,Electric Generators Electric Utilities,Coal,0,1,25,23
26546,2008,NJ,Electric Generators Electric Utilities,Petroleum,0,2,56,54
26547,2008,NJ,Electric Generators Electric Utilities,Pumped Storage,0,1,453,400
26549,2008,NJ,Electric Generators Independent Power Producers,Coal,0,4,1685.00,1550.00
26550,2008,NJ,Electric Generators Independent Power Producers,Hydroelectric,0,2,13,4
26551,2008,NJ,Electric Generators Independent Power Producers,Natural Gas,0,23,8868.00,8033.00
26552,2008,NJ,Electric Generators Independent Power Producers,Nuclear,0,3,4151.00,4108.00
26553,2008,NJ,Electric Generators Independent Power Producers,Other Biomass,0,13,205,172
26554,2008,NJ,Electric Generators Independent Power Producers,Petroleum,0,13,1426.00,1439.00
26555,2008,NJ,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,0,2,4,4
26556,2008,NJ,Electric Generators Independent Power Producers,Wind,0,1,8,8
26558,2008,NJ,Total Electric Power Industry,Coal,0,7,2238.00,2054.00
26559,2008,NJ,Total Electric Power Industry,Hydroelectric,0,2,13,4
26560,2008,NJ,Total Electric Power Industry,Natural Gas,0,48,11461.00,10159.00
26561,2008,NJ,Total Electric Power Industry,Nuclear,0,3,4151.00,4108.00
26562,2008,NJ,Total Electric Power Industry,Other,0,1,11,11
26563,2008,NJ,Total Electric Power Industry,Other Biomass,0,16,242,204
26564,2008,NJ,Total Electric Power Industry,Other Gases,0,2,53,44
26565,2008,NJ,Total Electric Power Industry,Petroleum,0,17,1503.00,1514.00
26566,2008,NJ,Total Electric Power Industry,Pumped Storage,0,1,453,400
26567,2008,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,2,4,4
26568,2008,NJ,Total Electric Power Industry,Wind,0,1,8,8
26570,2008,NM,Combined Heat and Power Commercial Power,Natural Gas,0,3,14,12
26572,2008,NM,Combined Heat and Power Electric Power,Natural Gas,0,1,122,122
26573,2008,NM,Combined Heat and Power Electric Power,Other Biomass,0,1,7,6
26575,2008,NM,Combined Heat and Power Industrial Power,Natural Gas,0,4,108,102
26576,2008,NM,Combined Heat and Power Industrial Power,Petroleum,0,1,2,2
26578,2008,NM,Electric Generators Electric Utilities,Coal,0,4,4382.00,3957.00
26579,2008,NM,Electric Generators Electric Utilities,Hydroelectric,0,5,79,82
26580,2008,NM,Electric Generators Electric Utilities,Natural Gas,0,13,2549.00,2259.00
26581,2008,NM,Electric Generators Electric Utilities,Petroleum,0,2,26,26
26583,2008,NM,Electric Generators Independent Power Producers,Natural Gas,0,3,1010.00,886
26584,2008,NM,Electric Generators Independent Power Producers,Wind,0,5,496,496
26586,2008,NM,Total Electric Power Industry,Coal,0,4,4382.00,3957.00
26587,2008,NM,Total Electric Power Industry,Hydroelectric,0,5,79,82
26588,2008,NM,Total Electric Power Industry,Natural Gas,0,24,3803.00,3381.00
26589,2008,NM,Total Electric Power Industry,Other Biomass,0,1,7,6
26590,2008,NM,Total Electric Power Industry,Petroleum,0,3,28,28
26591,2008,NM,Total Electric Power Industry,Wind,0,5,496,496
26593,2008,NV,Combined Heat and Power Electric Power,Natural Gas,0,4,381,321
26595,2008,NV,Combined Heat and Power Industrial Power,Natural Gas,0,1,118,111
26596,2008,NV,Combined Heat and Power Industrial Power,Solar Thermal and Photovoltaic,0,1,1,1
26598,2008,NV,Electric Generators Electric Utilities,Coal,0,3,2840.00,2689.00
26599,2008,NV,Electric Generators Electric Utilities,Hydroelectric,0,3,1044.00,1043.00
26600,2008,NV,Electric Generators Electric Utilities,Natural Gas,0,9,5952.00,4964.00
26601,2008,NV,Electric Generators Electric Utilities,Petroleum,0,5,50,45
26603,2008,NV,Electric Generators Independent Power Producers,Coal,0,1,242,227
26604,2008,NV,Electric Generators Independent Power Producers,Geothermal,0,16,331,215
26605,2008,NV,Electric Generators Independent Power Producers,Hydroelectric,0,3,7,8
26606,2008,NV,Electric Generators Independent Power Producers,Natural Gas,0,5,1970.00,1586.00
26607,2008,NV,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,0,3,88,88
26609,2008,NV,Total Electric Power Industry,Coal,0,4,3082.00,2916.00
26610,2008,NV,Total Electric Power Industry,Geothermal,0,16,331,215
26611,2008,NV,Total Electric Power Industry,Hydroelectric,0,6,1051.00,1051.00
26612,2008,NV,Total Electric Power Industry,Natural Gas,0,19,8421.00,6982.00
26613,2008,NV,Total Electric Power Industry,Petroleum,0,5,50,45
26614,2008,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,4,89,89
26616,2008,NY,Combined Heat and Power Commercial Power,Coal,0,1,8,6
26617,2008,NY,Combined Heat and Power Commercial Power,Hydroelectric,0,1,2,2
26618,2008,NY,Combined Heat and Power Commercial Power,Natural Gas,0,8,129,123
26619,2008,NY,Combined Heat and Power Commercial Power,Other Biomass,0,2,43,33
26620,2008,NY,Combined Heat and Power Commercial Power,Petroleum,0,5,21,19
26622,2008,NY,Combined Heat and Power Electric Power,Coal,0,2,220,198
26623,2008,NY,Combined Heat and Power Electric Power,Natural Gas,0,22,3375.00,2934.00
26624,2008,NY,Combined Heat and Power Electric Power,Other Biomass,0,1,50,36
26625,2008,NY,Combined Heat and Power Electric Power,Petroleum,0,3,4,3
26626,2008,NY,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,21,19
26628,2008,NY,Combined Heat and Power Industrial Power,Coal,0,1,130,130
26629,2008,NY,Combined Heat and Power Industrial Power,Hydroelectric,0,4,14,14
26630,2008,NY,Combined Heat and Power Industrial Power,Natural Gas,0,5,38,37
26631,2008,NY,Combined Heat and Power Industrial Power,Petroleum,0,3,73,66
26633,2008,NY,Electric Generators Electric Utilities,Coal,0,1,54,45
26634,2008,NY,Electric Generators Electric Utilities,Hydroelectric,0,24,3562.00,3353.00
26635,2008,NY,Electric Generators Electric Utilities,Natural Gas,0,22,4894.00,4623.00
26636,2008,NY,Electric Generators Electric Utilities,Petroleum,0,27,2655.00,2467.00
26637,2008,NY,Electric Generators Electric Utilities,Pumped Storage,0,2,1240.00,1297.00
26639,2008,NY,Electric Generators Independent Power Producers,Coal,0,7,2645.00,2521.00
26640,2008,NY,Electric Generators Independent Power Producers,Hydroelectric,0,128,1075.00,931
26641,2008,NY,Electric Generators Independent Power Producers,Natural Gas,0,23,10139.00,8837.00
26642,2008,NY,Electric Generators Independent Power Producers,Nuclear,0,5,5708.00,5264.00
26643,2008,NY,Electric Generators Independent Power Producers,Other Biomass,0,22,300,271
26644,2008,NY,Electric Generators Independent Power Producers,Petroleum,0,11,5066.00,4719.00
26645,2008,NY,Electric Generators Independent Power Producers,Wind,0,9,707,707
26646,2008,NY,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,2,76,68
26648,2008,NY,Total Electric Power Industry,Coal,0,12,3056.00,2899.00
26649,2008,NY,Total Electric Power Industry,Hydroelectric,0,157,4654.00,4299.00
26650,2008,NY,Total Electric Power Industry,Natural Gas,0,80,18575.00,16554.00
26651,2008,NY,Total Electric Power Industry,Nuclear,0,5,5708.00,5264.00
26652,2008,NY,Total Electric Power Industry,Other Biomass,0,25,393,340
26653,2008,NY,Total Electric Power Industry,Petroleum,0,49,7818.00,7273.00
26654,2008,NY,Total Electric Power Industry,Pumped Storage,0,2,1240.00,1297.00
26655,2008,NY,Total Electric Power Industry,Wind,0,9,707,707
26656,2008,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3,97,87
26658,2008,OH,Combined Heat and Power Commercial Power,Coal,0,1,1,1
26659,2008,OH,Combined Heat and Power Commercial Power,Wood and Wood Derived Fuels,0,1,4,4
26661,2008,OH,Combined Heat and Power Electric Power,Natural Gas,0,1,26,23
26662,2008,OH,Combined Heat and Power Electric Power,Other Gases,0,1,32,30
26663,2008,OH,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,7,7
26665,2008,OH,Combined Heat and Power Industrial Power,Coal,0,5,81,73
26666,2008,OH,Combined Heat and Power Industrial Power,Other Gases,0,3,72,70
26667,2008,OH,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,4,87,54
26669,2008,OH,Electric Generators Electric Utilities,Coal,0,18,17012.00,15909.00
26670,2008,OH,Electric Generators Electric Utilities,Hydroelectric,0,5,128,101
26671,2008,OH,Electric Generators Electric Utilities,Natural Gas,0,22,4458.00,3749.00
26672,2008,OH,Electric Generators Electric Utilities,Petroleum,0,45,642,575
26673,2008,OH,Electric Generators Electric Utilities,Wind,0,1,7,7
26675,2008,OH,Electric Generators Independent Power Producers,Coal,0,9,6238.00,5833.00
26676,2008,OH,Electric Generators Independent Power Producers,Natural Gas,0,7,4824.00,4420.00
26677,2008,OH,Electric Generators Independent Power Producers,Nuclear,0,2,2237.00,2124.00
26678,2008,OH,Electric Generators Independent Power Producers,Other Biomass,0,5,42,41
26679,2008,OH,Electric Generators Independent Power Producers,Petroleum,0,13,545,472
26681,2008,OH,Total Electric Power Industry,Coal,0,33,23331.00,21815.00
26682,2008,OH,Total Electric Power Industry,Hydroelectric,0,5,128,101
26683,2008,OH,Total Electric Power Industry,Natural Gas,0,30,9308.00,8192.00
26684,2008,OH,Total Electric Power Industry,Nuclear,0,2,2237.00,2124.00
26685,2008,OH,Total Electric Power Industry,Other Biomass,0,5,42,41
26686,2008,OH,Total Electric Power Industry,Other Gases,0,4,104,100
26687,2008,OH,Total Electric Power Industry,Petroleum,0,58,1187.00,1047.00
26688,2008,OH,Total Electric Power Industry,Wind,0,1,7,7
26689,2008,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6,98,65
26691,2008,OK,Combined Heat and Power Commercial Power,Natural Gas,0,2,26,27
26692,2008,OK,Combined Heat and Power Commercial Power,Petroleum,0,1,2,2
26694,2008,OK,Combined Heat and Power Electric Power,Coal,0,1,350,320
26695,2008,OK,Combined Heat and Power Electric Power,Natural Gas,0,1,122,111
26697,2008,OK,Combined Heat and Power Industrial Power,Coal,0,1,114,70
26698,2008,OK,Combined Heat and Power Industrial Power,Natural Gas,0,3,11,8
26699,2008,OK,Combined Heat and Power Industrial Power,Other Biomass,0,1,17,16
26700,2008,OK,Combined Heat and Power Industrial Power,Other Gases,0,1,8,6
26701,2008,OK,Combined Heat and Power Industrial Power,Petroleum,0,1,1,1
26702,2008,OK,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,2,73,63
26704,2008,OK,Electric Generators Electric Utilities,Coal,0,5,5256.00,4912.00
26705,2008,OK,Electric Generators Electric Utilities,Hydroelectric,0,10,790,851
26706,2008,OK,Electric Generators Electric Utilities,Natural Gas,0,24,10847.00,9701.00
26707,2008,OK,Electric Generators Electric Utilities,Petroleum,0,13,75,69
26708,2008,OK,Electric Generators Electric Utilities,Pumped Storage,0,1,288,260
26709,2008,OK,Electric Generators Electric Utilities,Wind,0,1,120,120
26711,2008,OK,Electric Generators Independent Power Producers,Natural Gas,0,4,3578.00,3138.00
26712,2008,OK,Electric Generators Independent Power Producers,Wind,0,6,588,588
26714,2008,OK,Total Electric Power Industry,Coal,0,7,5720.00,5302.00
26715,2008,OK,Total Electric Power Industry,Hydroelectric,0,10,790,851
26716,2008,OK,Total Electric Power Industry,Natural Gas,0,34,14585.00,12985.00
26717,2008,OK,Total Electric Power Industry,Other Biomass,0,1,17,16
26718,2008,OK,Total Electric Power Industry,Other Gases,0,1,8,6
26719,2008,OK,Total Electric Power Industry,Petroleum,0,15,78,71
26720,2008,OK,Total Electric Power Industry,Pumped Storage,0,1,288,260
26721,2008,OK,Total Electric Power Industry,Wind,0,7,708,708
26722,2008,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,2,73,63
26724,2008,OR,Combined Heat and Power Commercial Power,Natural Gas,0,1,4,4
26725,2008,OR,Combined Heat and Power Commercial Power,Other Biomass,0,1,3,3
26727,2008,OR,Combined Heat and Power Electric Power,Natural Gas,0,2,1123.00,934
26728,2008,OR,Combined Heat and Power Electric Power,Other Biomass,0,1,13,12
26729,2008,OR,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,3,40,34
26731,2008,OR,Combined Heat and Power Industrial Power,Natural Gas,0,1,51,51
26732,2008,OR,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,9,293,196
26734,2008,OR,Electric Generators Electric Utilities,Coal,0,1,601,585
26735,2008,OR,Electric Generators Electric Utilities,Hydroelectric,0,49,8176.00,8308.00
26736,2008,OR,Electric Generators Electric Utilities,Natural Gas,0,5,1658.00,1364.00
26737,2008,OR,Electric Generators Electric Utilities,Other Biomass,0,2,9,9
26738,2008,OR,Electric Generators Electric Utilities,Wind,0,2,229,226
26740,2008,OR,Electric Generators Independent Power Producers,Hydroelectric,0,14,64,57
26741,2008,OR,Electric Generators Independent Power Producers,Natural Gas,0,2,807,715
26742,2008,OR,Electric Generators Independent Power Producers,Wind,0,9,839,833
26744,2008,OR,Total Electric Power Industry,Coal,0,1,601,585
26745,2008,OR,Total Electric Power Industry,Hydroelectric,0,63,8240.00,8364.00
26746,2008,OR,Total Electric Power Industry,Natural Gas,0,11,3643.00,3068.00
26747,2008,OR,Total Electric Power Industry,Other Biomass,0,4,25,23
26748,2008,OR,Total Electric Power Industry,Wind,0,11,1068.00,1059.00
26749,2008,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,12,333,230
26751,2008,PA,Combined Heat and Power Commercial Power,Coal,0,1,4,1
26752,2008,PA,Combined Heat and Power Commercial Power,Natural Gas,0,2,30,29
26753,2008,PA,Combined Heat and Power Commercial Power,Other Biomass,0,1,32,28
26755,2008,PA,Combined Heat and Power Electric Power,Coal,0,9,759,698
26756,2008,PA,Combined Heat and Power Electric Power,Natural Gas,0,8,1294.00,1094.00
26757,2008,PA,Combined Heat and Power Electric Power,Other Biomass,0,4,111,104
26758,2008,PA,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,2,31,28
26760,2008,PA,Combined Heat and Power Industrial Power,Coal,0,4,275,254
26761,2008,PA,Combined Heat and Power Industrial Power,Natural Gas,0,3,138,114
26762,2008,PA,Combined Heat and Power Industrial Power,Other Gases,0,4,116,94
26763,2008,PA,Combined Heat and Power Industrial Power,Petroleum,0,2,9,9
26764,2008,PA,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,2,93,80
26766,2008,PA,Electric Generators Electric Utilities,Hydroelectric,0,2,439,425
26767,2008,PA,Electric Generators Electric Utilities,Natural Gas,0,2,30,30
26769,2008,PA,Electric Generators Independent Power Producers,Coal,0,25,19153.00,17561.00
